investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,Year,total_passengers,fatal_serious_injuries,fatal_serious_fraction,make_model
Accident,WPR14FA012,2013-10-09,"Julian, CA",United States,Fatal,Destroyed,Airplane,Mooney,M20E,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,UNK,2013,2.0,2.0,1.0,Mooney M20E
Accident,CEN14CA026,2013-10-09,"Onaway, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,310R,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 310R
Accident,ERA14LA006,2013-10-10,"Hampton Roads, VA",United States,Fatal,Destroyed,Airplane,Cessna,340A,No,2.0,Reciprocating,091,Personal,4.0,0.0,0.0,0.0,IMC,2013,4.0,4.0,1.0,Cessna 340A
Incident,ENG14WA002,2013-10-10,"Caines, Australia, Australia",Australia,,Minor,Airplane,Airbus,A330 - 302,No,,Turbo Fan,,,0.0,0.0,0.0,0.0,,2013,0.0,0.0,,Airbus A330 - 302
Accident,CEN14CA023,2013-10-10,"Tomball, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1.0,,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna 172R
Accident,ANC14CA004,2013-10-10,"Talkeetna, AK",United States,Non-Fatal,Substantial,Airplane,Piper,J3C 65,No,1.0,Unknown,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Piper J3C 65
Accident,WPR14CA013,2013-10-11,"Cody, WY",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-180,No,1.0,Reciprocating,091,Personal,0.0,1.0,1.0,0.0,VMC,2013,2.0,1.0,0.5,Piper PA 28-180
Accident,WPR14CA015,2013-10-12,"Rio Verde, AZ",United States,Non-Fatal,Substantial,Airplane,Aviat,A-1C-180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Aviat A-1C-180
Accident,WPR14CA016,2013-10-12,"Willows, CA",United States,Non-Fatal,Substantial,Airplane,Champion,7ECA,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Champion 7ECA
Accident,WPR14LA051,2013-10-12,"Calexico, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA 31P,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2013,3.0,0.0,0.0,Piper PA 31P
Accident,CEN14LA053,2013-10-12,"Lincoln, NE",United States,Non-Fatal,Substantial,Airplane,Cessna,525A,No,2.0,Turbo Fan,091,Positioning,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 525A
Accident,CEN14CA018,2013-10-13,"Telluride, CO",United States,Non-Fatal,Substantial,Airplane,Beechcraft,A36,No,,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Beechcraft A36
Accident,ERA14CA001,2013-10-14,"Christmas, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 172P
Accident,ERA14WA026,2013-10-14,"Buenos Aires, Argentina",Argentina,Fatal,Substantial,Airplane,Luscombe,8 - E,No,1.0,Reciprocating,NUSN,Personal,2.0,0.0,0.0,0.0,IMC,2013,2.0,2.0,1.0,Luscombe 8 - E
Accident,CEN14LA030,2013-10-14,"Hector, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA 32R-300,No,1.0,Reciprocating,091,Personal,0.0,2.0,0.0,2.0,VMC,2013,4.0,2.0,0.5,Piper PA 32R-300
Accident,CEN14WA029,2013-10-14,"Loreto, BCS, Mexico",Mexico,Fatal,Destroyed,Airplane,Cessna,208B,No,,,,,14.0,0.0,0.0,0.0,,2013,14.0,14.0,1.0,Cessna 208B
Accident,ERA14CA037,2013-10-14,"Newport, NH",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-150,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,2013,4.0,0.0,0.0,Piper PA 28-150
Incident,ENG14IA001,2013-10-15,"Greenville, TX",United States,Non-Fatal,Minor,Airplane,Airbus,A319 132,No,2.0,Turbo Fan,121,,0.0,0.0,0.0,150.0,UNK,2013,150.0,0.0,0.0,Airbus A319 132
Accident,WPR14CA018,2013-10-16,"Las Vegas, NV",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28R-201,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Piper PA 28R-201
Accident,ERA14CA003,2013-10-17,"Slatington Airport, PA",United States,Non-Fatal,Substantial,Airplane,Cessna,305A,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Cessna 305A
Accident,ERA14LA022,2013-10-17,"Franklin, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,8.0,VMC,2013,8.0,0.0,0.0,Piper PA-31-350
Accident,ERA14FA002,2013-10-18,"Tifton, GA",United States,Fatal,Destroyed,Airplane,Piper,PA-28R-180,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,2013,1.0,1.0,1.0,Piper PA-28R-180
Accident,ANC14FA002,2013-10-18,"Fairbanks, AK",United States,Fatal,Substantial,Airplane,Cessna,172C,No,1.0,Unknown,091,Personal,1.0,0.0,2.0,0.0,VMC,2013,3.0,1.0,0.3333333333333333,Cessna 172C
Accident,CEN14FA009,2013-10-18,"Derby, KS",United States,Fatal,Destroyed,Airplane,Cessna,500,No,2.0,Turbo Fan,091,Business,2.0,0.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,Cessna 500
Accident,CEN14FA010,2013-10-18,"Clayton, OK",United States,Fatal,Substantial,Airplane,Cessna,177,No,1.0,Reciprocating,091,Business,1.0,0.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Cessna 177
Accident,WPR14WA030,2013-10-18,"Wave Rock, Australia",Australia,Fatal,Destroyed,Airplane,Ayres,S2R,No,,,,,1.0,0.0,0.0,0.0,,2013,1.0,1.0,1.0,Ayres S2R
Accident,DCA14CA014,2013-10-18,"Houston, TX",United States,Non-Fatal,,Airplane,Boeing,767 322,No,2.0,Turbo Fan,121,,0.0,0.0,1.0,227.0,VMC,2013,228.0,0.0,0.0,Boeing 767 322
Accident,WPR14CA021,2013-10-19,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA28 - 160,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Piper PA28 - 160
Accident,ERA14LA011,2013-10-19,"Tampa, FL",United States,Fatal,,Airplane,Boeing,B75N1,No,1.0,Reciprocating,091,Air Race show,1.0,0.0,0.0,2.0,VMC,2013,3.0,1.0,0.3333333333333333,Boeing B75N1
Accident,ERA14CA021,2013-10-19,"Northeast Carry, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,Cessna A185F
Accident,ERA14WA038,2013-10-19,"Corumba, Mato Grosso do Sul, Brazil",Brazil,Fatal,Destroyed,Airplane,Piper,PA-28R-200,No,,,NUSN,Unknown,5.0,0.0,0.0,0.0,,2013,5.0,5.0,1.0,Piper PA-28R-200
Accident,WPR14LA025,2013-10-20,"Livermore, CA",United States,Non-Fatal,Substantial,Airplane,Aviat,S2,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,4.0,VMC,2013,4.0,0.0,0.0,Aviat S2
Incident,DCA14WA084,2013-10-20,"Dublin, Ireland",Ireland,Non-Fatal,Minor,Airplane,Boeing,757-200,No,2.0,,,,0.0,8.0,0.0,131.0,,2013,139.0,8.0,0.05755395683453238,Boeing 757-200
Accident,WPR14LA023,2013-10-21,"Hardin, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,172 - M,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Cessna 172 - M
Accident,CEN14FA014,2013-10-21,"Huntsville, AR",United States,Fatal,Destroyed,Airplane,Piper,PA 32R-301,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,Piper PA 32R-301
Accident,WPR14CA028,2013-10-21,"Butte, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,2013,4.0,0.0,0.0,Cessna 180
Accident,CEN14FA019,2013-10-21,"Talihina, OK",United States,Fatal,Destroyed,Airplane,Piper,PA 28-140,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,2013,1.0,1.0,1.0,Piper PA 28-140
Accident,ERA14CA030,2013-10-21,"Charleston, MS",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT 502,No,1.0,Turbo Prop,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Air Tractor AT 502
Accident,ERA14WA036,2013-10-21,"Marica, Brazil",Brazil,Fatal,Destroyed,Airplane,Piper,PA-34-200,No,2.0,Reciprocating,NUSN,Instructional,2.0,0.0,0.0,0.0,,2013,2.0,2.0,1.0,Piper PA-34-200
Incident,DCA14WA005,2013-10-22,"Providenciales, Tokelau",Tokelau,Non-Fatal,,Airplane,Boeing,757 223,No,2.0,Turbo Fan,121,,0.0,0.0,0.0,176.0,,2013,176.0,0.0,0.0,Boeing 757 223
Accident,WPR14FA024,2013-10-22,"Wailea, HI",United States,Non-Fatal,Substantial,Airplane,Cessna,208,No,1.0,Turbo Prop,135,,0.0,0.0,0.0,10.0,VMC,2013,10.0,0.0,0.0,Cessna 208
Accident,WPR14CA026,2013-10-23,"Lodi, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,T210 - H,No,,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna T210 - H
Accident,WPR14LA027,2013-10-23,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-150,No,2.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2013,1.0,0.0,0.0,Piper PA-23-150
Accident,DCA14FA002,2013-10-23,"Homer, AK",United States,Non-Fatal,Substantial,Airplane,Beechcraft,1900C,No,2.0,Turbo Prop,121,,0.0,0.0,0.0,15.0,VMC,2013,15.0,0.0,0.0,Beechcraft 1900C
Accident,ERA14CA017,2013-10-23,"Burnsville, NC",United States,Non-Fatal,Substantial,Airplane,Beechcraft,A36,No,,Reciprocating,091,Personal,0.0,0.0,2.0,0.0,VMC,2013,2.0,0.0,0.0,Beechcraft A36
Accident,WPR14WA032,2013-10-23,"Mount Hotham, Australia",Australia,Fatal,Substantial,Airplane,Cessna,182 - Q,No,,Reciprocating,,,1.0,0.0,0.0,0.0,,2013,1.0,1.0,1.0,Cessna 182 - Q
Accident,CEN14LA015,2013-10-23,"Galveston, TX",United States,Fatal,Substantial,Airplane,North American,P 51D,No,,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,North American P 51D
Accident,WPR14LA031,2013-10-24,"Big Creek, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-180,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2013,1.0,0.0,0.0,Piper PA 28-180
Accident,CEN14CA025,2013-10-24,"El Paso, TX",United States,Non-Fatal,Substantial,Airplane,Aviat,A 1B,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Aviat A 1B
Accident,ERA14CA028,2013-10-25,"Newnan, GA",United States,Non-Fatal,Substantial,Airplane,Beechcraft,95 B55 (T42A),No,,Reciprocating,091,Instructional,0.0,0.0,0.0,4.0,VMC,2013,4.0,0.0,0.0,Beechcraft 95 B55 (T42A)
Accident,CEN14CA027,2013-10-25,"Raymondville, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2013,1.0,0.0,0.0,Cessna 172M
Accident,CEN14LA031,2013-10-25,"Borger, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,T210L,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna T210L
Accident,WPR14CA035,2013-10-26,"Twin Falls, ID",United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Piper PA 18-150
Accident,ERA14CA032,2013-10-26,"Palm Coast, FL",United States,Non-Fatal,Substantial,Airplane,Beechcraft,V35B,No,,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2013,3.0,0.0,0.0,Beechcraft V35B
Accident,ERA14LA094,2013-10-26,"Livingston, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,150H,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 150H
Accident,WPR14LA036,2013-10-27,"Scipio, UT",United States,Non-Fatal,Substantial,Airplane,Cessna,T210M,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,5.0,VMC,2013,5.0,0.0,0.0,Cessna T210M
Accident,CEN14FA024,2013-10-27,"Boerne, TX",United States,Fatal,Destroyed,Airplane,Bellanca,14-19-3A,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Bellanca 14-19-3A
Accident,ERA14CA023,2013-10-27,"Wauchula, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 182Q
Accident,ERA14LA024,2013-10-27,"Everglades City, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28R-201T,No,1.0,Reciprocating,091,Personal,0.0,2.0,2.0,0.0,VMC,2013,4.0,2.0,0.5,Piper PA 28R-201T
Accident,CEN14LA028,2013-10-28,"Princeton, MN",United States,Fatal,Destroyed,Airplane,Piper,PA 22-150,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Piper PA 22-150
Accident,ERA14FA027,2013-10-29,"Nashville, TN",United States,Fatal,Destroyed,Airplane,Cessna,172R,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,2013,1.0,1.0,1.0,Cessna 172R
Accident,ERA14CA033,2013-10-29,"Manassas, VA",United States,Non-Fatal,Substantial,Airplane,Stinson,SR 5A,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Stinson SR 5A
Incident,DCA14WA021,2013-10-29,"Treviso, Italy",Italy,,,Airplane,Boeing,737 - 800,No,2.0,,,,0.0,0.0,0.0,0.0,,2013,0.0,0.0,,Boeing 737 - 800
Accident,CEN14LA065,2013-10-31,"Lubbock, TX",United States,Non-Fatal,Substantial,Airplane,Aero Commander,500 - B,No,2.0,Reciprocating,135,,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Aero Commander 500 - B
Accident,CEN14FA035,2013-11-01,"Springdale, AR",United States,Fatal,Destroyed,Airplane,Beechcraft,C90,No,2.0,Turbo Prop,091,Personal,2.0,0.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,Beechcraft C90
Accident,CEN14FA034,2013-11-01,"Caledonia, MN",United States,Fatal,Substantial,Airplane,Piper,PA 23-250,No,2.0,Reciprocating,091,Personal,3.0,0.0,1.0,0.0,VMC,2013,4.0,3.0,0.75,Piper PA 23-250
Accident,CEN14CA040,2013-11-01,"Braggadocio, MO",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 182Q
Accident,CEN14WA038,2013-11-02,"Coburg, Germany",Germany,Fatal,Destroyed,Airplane,Piper,PA-34,No,,,,,3.0,0.0,0.0,0.0,,2013,3.0,3.0,1.0,Piper PA-34
Accident,CEN14LA036,2013-11-02,"Superior, WI",United States,Non-Fatal,Destroyed,Airplane,Cessna,182L,No,1.0,Reciprocating,091,Skydiving,0.0,1.0,0.0,10.0,VMC,2013,11.0,1.0,0.09090909090909091,Cessna 182L
Accident,CEN14CA055,2013-11-02,"Loveland, CO",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,091,Instructional,0.0,1.0,0.0,1.0,VMC,2013,2.0,1.0,0.5,Cessna 172N
Accident,CEN14CA037,2013-11-03,"Hayden, CO",United States,Non-Fatal,Substantial,Airplane,Raytheon Aircraft Company,A36,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,5.0,VMC,2013,5.0,0.0,0.0,Raytheon Aircraft Company A36
Accident,WPR14LA042,2013-11-03,"St. Johns, AZ",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna 180
Accident,ERA14CA039,2013-11-04,"Fallston, MD",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC 65,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Taylorcraft BC 65
Accident,ERA14CA040,2013-11-05,"Blountville, TN",United States,Non-Fatal,Substantial,Airplane,Beechcraft,E 55,No,,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Beechcraft E 55
Accident,CEN14FA042,2013-11-06,"Kirksville, MO",United States,Fatal,Destroyed,Airplane,Piper,PA-32R-301,No,1.0,Reciprocating,091,Instructional,2.0,0.0,0.0,0.0,IMC,2013,2.0,2.0,1.0,Piper PA-32R-301
Accident,WPR14FA044,2013-11-06,"Donnelly, ID",United States,Fatal,Destroyed,Airplane,Cessna,U206F,No,1.0,Reciprocating,135,,3.0,0.0,0.0,0.0,VMC,2013,3.0,3.0,1.0,Cessna U206F
Incident,DCA14WA010,2013-11-07,"Buenas Aires, Argentina",Argentina,Non-Fatal,Minor,Airplane,Boeing,737,No,,,,,0.0,0.0,0.0,175.0,,2013,175.0,0.0,0.0,Boeing 737
Accident,CEN14CA049,2013-11-07,"Fort Collins, CO",United States,Non-Fatal,Substantial,Airplane,Mooney,M20R,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Mooney M20R
Accident,WPR14LA050,2013-11-07,"Carefree, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA 46 350P,No,1.0,Unknown,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Piper PA 46 350P
Incident,DCA14WA070,2013-11-08,"Seville Airport, Spain",Spain,,,Airplane,Boeing,737,No,,,,,0.0,0.0,0.0,0.0,,2013,0.0,0.0,,Boeing 737
Accident,WPR14CA047,2013-11-09,"LaGrange, WY",United States,Non-Fatal,Substantial,Airplane,Aviat,A 1B,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Aviat A 1B
Accident,CEN14LA050,2013-11-09,"Concordia, KS",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-150,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Piper PA 28-150
Accident,ERA14WA041,2013-11-10,"Freeport, Bahamas",Bahamas,Fatal,Destroyed,Airplane,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,4.0,0.0,0.0,0.0,VMC,2013,4.0,4.0,1.0,Cirrus SR22
Accident,ERA14WA063,2013-11-10,"Parati, Brazil, Brazil",Brazil,Fatal,Destroyed,Airplane,Piper,PA-34-220T,No,2.0,Reciprocating,,,3.0,0.0,0.0,0.0,,2013,3.0,3.0,1.0,Piper PA-34-220T
Incident,DCA14WA015,2013-11-10,"Zurich, Eswatini",Eswatini,Non-Fatal,,Airplane,Boeing,737-400,No,,,,,0.0,0.0,0.0,166.0,,2013,166.0,0.0,0.0,Boeing 737-400
Accident,CEN14FA047,2013-11-11,"Amarillo, TX",United States,Fatal,Destroyed,Airplane,Beechcraft,B36TC,No,1.0,Reciprocating,091,Personal,3.0,0.0,0.0,0.0,IMC,2013,3.0,3.0,1.0,Beechcraft B36TC
Accident,ERA14LA042,2013-11-11,"Homestead, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Piper PA28
Accident,WPR14CA048,2013-11-11,"San Ynez, CA",United States,Non-Fatal,Substantial,Airplane,Maule,MX 7-235,No,,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Maule MX 7-235
Accident,ERA14CA046,2013-11-11,"Clewiston, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-161,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Piper PA 28-161
Accident,ERA15WA034,2013-11-11,"Charallave, Venezuela",Venezuela,Non-Fatal,Substantial,Airplane,Bombardier,CL 600 2B16,No,2.0,Turbo Fan,NUSN,Unknown,0.0,0.0,0.0,2.0,,2013,2.0,0.0,0.0,Bombardier CL 600 2B16
Accident,CEN14FA051,2013-11-12,"Junction, TX",United States,Fatal,Destroyed,Airplane,Cessna,T310R,No,2.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,IMC,2013,2.0,2.0,1.0,Cessna T310R
Accident,ANC14CA005,2013-11-12,"Juneau, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Cessna 172
Accident,WPR14CA053,2013-11-13,"Livermore, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna 152
Accident,ERA14LA043,2013-11-15,"Marshfield, MA",United States,Non-Fatal,Destroyed,Airplane,Maule,M-5-180C,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2013,1.0,0.0,0.0,Maule M-5-180C
Accident,DCA14WA013,2013-11-15,"Buenos Aires, Argentina",Argentina,Non-Fatal,,Airplane,Embraer,ERJ190 - UNDESIGNAT,No,,,,,0.0,0.0,0.0,96.0,,2013,96.0,0.0,0.0,Embraer ERJ190 - UNDESIGNAT
Accident,CEN14CA061,2013-11-15,"Cypress, TX",United States,Non-Fatal,Substantial,Airplane,Aviat,A 1B,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Aviat A 1B
Accident,CEN14LA058,2013-11-16,"San Antonio, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2013,1.0,0.0,0.0,Piper PA 28-140
Accident,ERA14CA106,2013-11-16,"St. Augustine, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna 172S
Incident,ANC14WA020,2013-11-16,"Akita City, Japan",Japan,Non-Fatal,Minor,Airplane,Cessna,TU206 - G,No,,,,,0.0,0.0,0.0,2.0,,2013,2.0,0.0,0.0,Cessna TU206 - G
Accident,DCA14RA012,2013-11-17,"Kazan, Russia",Russia,Fatal,Destroyed,Airplane,Boeing,737 - 500,No,,,,,50.0,0.0,0.0,0.0,,2013,50.0,50.0,1.0,Boeing 737 - 500
Accident,WPR14LA056,2013-11-17,"Oceanside, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,T210 - F,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2013,3.0,0.0,0.0,Cessna T210 - F
Accident,CEN14FA057,2013-11-18,"Spring, TX",United States,Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,091,Instructional,2.0,0.0,0.0,0.0,VMC,2013,2.0,2.0,1.0,Cessna 152
Accident,CEN14CA063,2013-11-18,"Burwell, NE",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,No,1.0,Unknown,091,Instructional,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Piper PA 28-181
Accident,CEN14WA062,2013-11-19,"Mouffy, France",France,Fatal,Destroyed,Airplane,Socata,TBM 700,No,1.0,Turbo Prop,NUSN,,6.0,0.0,0.0,0.0,,2013,6.0,6.0,1.0,Socata TBM 700
Accident,CEN14FA064,2013-11-20,"Cedaredge, CO",United States,Fatal,Destroyed,Airplane,Cessna,T210,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Cessna T210
Incident,DCA14IA016,2013-11-22,"Wichita, KS",United States,Non-Fatal,,Airplane,Boeing,747 - 409LCF,No,4.0,Turbo Jet,121,,0.0,0.0,0.0,2.0,VMC,2013,2.0,0.0,0.0,Boeing 747 - 409LCF
Accident,ANC14LA007,2013-11-22,"Deadhorse, AK",United States,Non-Fatal,Substantial,Airplane,Beechcraft,1900C,No,2.0,Turbo Prop,135,,0.0,0.0,0.0,3.0,IMC,2013,3.0,0.0,0.0,Beechcraft 1900C
Accident,ANC14CA009,2013-11-23,"Nenana, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna A185F
Accident,CEN14CA070,2013-11-24,"New Orleans, LA",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2013,3.0,0.0,0.0,Cessna 172
Accident,ERA14LA071,2013-11-24,"Monroe, NC",United States,Non-Fatal,Substantial,Airplane,Piper,PA-46-500TP,No,1.0,Turbo Prop,091,Personal,0.0,0.0,0.0,6.0,VMC,2013,6.0,0.0,0.0,Piper PA-46-500TP
Accident,DCA14WA033,2013-11-24,"Sao Paulo, Brazil",Brazil,,Substantial,Airplane,McDonnell Douglas,MD11 - F,No,,,,,0.0,0.0,0.0,0.0,,2013,0.0,0.0,,McDonnell Douglas MD11 - F
Accident,ERA14LA048,2013-11-25,"Hopewell, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2013,1.0,0.0,0.0,Cessna 150L
Accident,ERA14FA049,2013-11-25,"Graniteville, SC",United States,Fatal,Substantial,Airplane,Piper,PA-23-160,No,2.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,2013,1.0,1.0,1.0,Piper PA-23-160
Accident,DCA14CA031,2013-11-25,"Philadelphia, PA",United States,Non-Fatal,Substantial,Airplane,De Havilland,DHC8 - 102,No,2.0,Turbo Prop,121,,0.0,0.0,0.0,40.0,VMC,2013,40.0,0.0,0.0,De Havilland DHC8 - 102
